Dani Cárdenas
Ahmet Gürleyen
Lorenzo Bruzzi
Giovanni Pinto
Svetoslav Todorov
Andrea Sana
Alejandro Alfaro
Hélder Barbosa
Marco Spina
Alessandro Gabbani
Bruno Herrero
Antonino Di Franco
Hernán Toledo
Iker Casillas
Giuseppe Mastinu
Ivan Strinic
Florian Bruns
Steve McManaman
Pasquale Iadaresta
Riccardo Baroni
Giuseppe Caso
Fabio Maistro
Álex Pastor
João Ricciulli
Carlo Romei
Ibourahima Baldé
Harvey Barnes
Matteo Innocenti
Achraf Hakimi
Goran Slavkovski
Silas
Cristian Rivero
Alessio Vergaini
Jaime Sierra
Gonzalo Villar
Douglas Packer
Ferran Torres
Chapi
Jacob Butterfield
Abdoulaye Traoré
Antonino Barillà
Alessandro Bastrini
Leandro Greco
Callum Buckley
Ricardo Clark
Sam Surridge
Kike Ríos
Francesco Milano
Alessandro Moro
Giuseppe Carriero
Miguel Marí
Martin Hongla
Aly Malle
Morgan Amalfitano
Merveil Ndockyt
Dmitriy Sychev
Andrea Cittadino
Jérôme Le Moigne
Miloš Bočić
Sebastiano Zane
Michael Parkhurst
Soumaila Coulibaly
Steffen Freund
Romain Danzé
Pape Diop
Rudy Gestede
Sylvain Marveaux
Stéphane Ruffier
Alberto Baggio
Massamba Sambou
Dimitar Rangelov
Ludovic Baal
Mathieu Coutadeur
Thibault Ferrand
Jordan Holmes
Mamadou Samassa
Régis Gurtner
Nicolas Farina
Cheikh Guèye
Leonardo Bianchi
Joslain Mayebi
Antony Robic
Tom Craddock
Jared Hodgkiss
Íñigo Barrenetxea
Jimmy Smith
Josh Walker
Bédi Buval
Manu Nieto
Beni Baningime
Morgan Feeney
Andranik Teymourian
Paul-André Guerin
Mathieu Cafaro
Roy Makaay
Marcus Tavernier
Gary O'Neil
Judicaël Boizart
Rémi Oudin
Mouhamadou Drammeh
Kreso Ljubicic
Moses Ashikodi
Miguel Llambrich
Pau Torres
Chuca
Darío Poveda
Vicente Bellmunt
Ilario Aloe
Domenico Bombara
Leonardo Bonucci
Domenico Germinale
Giampietro Perrulli
Esteban Rolón
Ognjen Stijepovic
Matteo Pero Nullo
Fabio Pessia
Youri Djorkaeff
Ivica Grlic
Boubacar Diarra
Strahinja Tanasijević
Wilker
Siebe Van der Heyden
Alaixys Romao
Massamasso Tchangai
Abdeslam Ouaddou
Luke Cornwall
Jens Grahl
Andy Melville
Leon Britton
Adam Ounas
Eljif Elmas
Tim Sherwood
Harry Worley
Nikolas Nartey
Kamil Kopunek
Dennis Wise
Frédéric Nimani
Kevin Van Den Kerkhof
Diego Pedrocca
Stefan Ilsanker
Stijn Vreven
Rafael Camacho
Ibrahima Diallo
Elia Donzelli
Régis Dorn
Dirk Kuyt
Andrea Di Tora
Andrea Cennini
Riccardo Mastrilli
Rouven Sattelmaier
Alain Goma
Libis Arenas
Daniele Quadrini
Benjamin Kessel
Matteo Soncin
Ciro Palmieri
Jadon Sancho
Zat Knight
Kévin Das Neves
Paolo Greco
Dara O'Shea
Edson Álvarez
Jon Harley
Michel Zanfretta
Louis Saha
Braian Cufré
Rogério
Dodô
Éder Militão
Exequiel Palacios
Michal Karbownik
Edgar González
Lukas Petkov
Joseph Kendrick
Julio Villalba
Daniel Baier
Danilo Ventola
Benito Del Valle
Bassem Srarfi
Kingsley Michael
Samuel Chukwueze
Victor Osimhen
Orji Okwonkwo
Björn Dreyer
Mamady Diarra
Mamadou Fofana
Amadou Haidara
Joe Hart
Demba Ba
David Cotterill
Mauro Bertaccini
Ignacio Ramírez
Fodé Camara
Jules Keita
Kwang-song Han
Luca Ursella
Thomas Rodríguez
Björn Mehnert
Gonzalo Montiel
Richard Golz
Robert Sánchez
Stephane Seanla
Barry Hayles
Jon McCracken
Elliot Watt
Sean Davis
Enrico Po
Ade Akinbiyi
Matias Antonini
Borja Valero
Steve Finnan
Andrés Andrade
Mattia Viviani
Hakim El Bounadi
Jordan Beyer
Dean Leacock
Toufik Zerara
Craig Dove
Mark Crossley
Pepe Plá
Brad Jones
Claudio Bravo
Aleksa Terzic
Lukas Fahrnberger
Manuel Iturra
Gonzalo Jara
Sam Russell
Rafael Olarra
Marcello Premoli
Alexis Sánchez
Ben Sahar
Julián Vara
Rabbi Matondo
Robbie Burton
Gil
Ramón Masó
David Hancko
Paco Montañés
Jirès Kembo Ekoko
Ismaël Gace
Simone Giovanni Brunelli
William Nava
Neil Sullivan
Sandro Sirigu
Marcus Forss
Tyreke Johnson
Stephen Carr
Marcel Höttecke
Pedro Martínez
Waldo Rubio
Rohan Ricketts
Roman Neustädter
Moritz Volz
Alberto Quadri
Andréa Gambetta
Andriy Lunin
Vitaliy Mykolenko
Omar Laribi
Tomas Danilevicius
Nicolas Seiwald
Mauricio Taricco
Chris Perry
Kader Kouakou
Gary Doherty
Anthony Gardner
Soichiro Kozuki
Keito Nakamura
Takefusa Kubo
Denis Drăguş
Alton Thelwell
Dean Marney
Giorgi Kochorashvili
Maurice Malone
Simon Davies
Gareth McAuley
Yannik Engelhardt
Antonis Aidonis
Oliver Bias
Frederik Jäkel
Fabrice Hartmann
Reda Khadra
Tom Krauß
Merveille Papela
Ole Pohlmann
Erkan Eyibil
Kazuyuki Toda
Jonas Deumeland
Momoh Bangura
Lee Barnard
Thomas Biancardini
Giacomo Raspadori
Daniel Reiche
Lars Hermel
Yan Valery
Ademola Lookman
Dennis Johnsen
Enrico Valentini
Ryan Bertrand
Liam Bridcutt
Jack Cork
Shaun Cummings
Sam Hutchinson
Michael Ricketts
Stewart Downing
Andrea Soncin
Milan Badelj
Mark Kinsella
Joey Gudjónsson
Tom McGill
Steven Sessegnon
Timothy Eyoma
Rhian Brewster
Hassan Kachloul
Alessandro Matri
Patrick Finger
Can Bozdoğan
Oliver Batista Meier
Lautaro Martínez
Nya Kirby
Matt O'Riley
Phil Foden
Jamie Soule
Tashan Oakley-Boothe
Oliver Skipp
Felix Nmecha
Sebastian Enderle
Tobias Feisthammel
Jlloyd Samuel
Patrick Funk
Matthias Jaissle
Charles Vittini
Rob Edwards
Sven Ulreich
Emil Bohinen
Riccardo Capellini
Mathieu Valbuena
Fabrice Abriel
Lee Hendrie
Moritz Broschinski
Volker Hügel
Liam Ridgewell
Mads Andersen
Sergio Ortemán
Szymon Czyz
Jakub Kaminski
Öyvind Leonhardsen
Peter Crouch
Luca Zanimacchia
Jonathan Bewers
Stephen Cooke
Lloyd Humphries
Luke Moore
Stefan Moore
Rüştü Reçber
Björn Zimmermann
Wajdi Kechrida
Milan Osterc
Pablo Cáceres
Manuel Riemann
Rachid Hamdani
Alexander Iashvili
Jon Macken
Yves Desmarets
Darryl Powell
Stephen Jordan
Mauro Boselli
Jesús Ruiz
Francesco Marfia
Javi Puado
Josep Calavera
Marlon Fossey
Darren Ambrose
Diego Gavilán
Malaury Martin
Mario Mutsch
Leon Knight
Luca Ferretti
Beñat Etxebarria
Juanjo Garrancho
Christian Eigler
Marcel Richter
Jérémy Deichelbohrer
Peter Etebo
Teddy Teuma
Paul Okon
Kevin Sibille
Kamel Ghilas
Simon Johnson
Calvin Stengs
Elkin Soto
Frazer Richardson
Matthew Kilgallon
Yorbe Vertessen
Franco Ferrari
Francesco Golfo
Jacob Burns
Manuel Mugnai
Kevin Lisbie
Marcos
Julian Pinard
Ahmed Barusso
Paul Rachubka
Rodrigo Alvim
Ben Roberts
Neven Subotic
Ralf Hauptmann
Sebastian Kehl
Chris Powell
Bakaye Dibassy
Richard Rufus
Rodrigo Becão
Ronaël Pierre-Gabriel
Gary Rowett
Ismaïla Sarr
Dominic Maroh
Moussa Seydi
Elhadji Pape Diaw
Jonathan Fortune
Yves Bissouma
Milan Thomas
Bailey Peacock-Farrell
Hassoun Camara
Mariano Bernardini
Osei Sankofa
Thilo Versick
Davide Arigò
Sidi Sané
Jamal Campbell-Ryce
Mustapha Diallo
Andrea Gaveglia
Afimico Pululu
Michael Taylor
Pascal Struijk
Antonio Montella
Neil Danns
Rok Straus
Jo Tessem
Ibrahim Touré
Levan Kobiashvili
Scott Bevan
Lukasz Kanik
Garry Monk
Jose Cholevas
Jahmir Hyka
Alberto Redondo
Rory Delap
Niccolò Ricchi
Justin Hoogma
Raphinha
Brett Ormerod
Trevor Carson
Peter Hartley
Killian Sanson
Kevin Davies
Bryan Passi
Pierrick Fito
Alexandre Llovet
Aldo Simoncini
Andrea Rizzo Pinna
Max Sanders
Chris Baird
Fabrice Fernandes
Chris Marsden
Michael Proctor
Marcus Stewart
Zaka
Jules Koundé
Ralf Kohl
Álex Millán
Adri López
Pol Lozano
Ivan Chapela
Malik Tchokounté
Gaëtan Paquiez
Ihsan Sacko
Kevin Kyle
Paul Thirlwell
Stefan Schwarz
Kaká
Rodrygo
Brenner
David N'Gog
Craig Turns
Niklas Andersen
Thomas Henry
Ricard Pujol
Adam Parkes
Stephen Wright
Habib Habibou
Filip Vasko
Tommaso Cassandro
Keinan Davis
Trincão
Quentin Boisgard
David Thompson
Giorgi Kvernadze
Christof Neumann
Michael Gray
Nicolás Pareja
Hugo Roussey
Léo Pétrot
Jody Craddock
Myron Boadu
Immanuel Pherai
Oumar Kondé
Talal El Karkouri
Wilmer Aguirre
Ibrahima Diallo
Lamine Ghezali
Amine Karraoui
Bryan Mbeumo
Ben Clark
Stefano Guberti
Michele Paolucci
Aurélien Tchouaméni
Sikou Niakaté
Simone Pesce
Patrick Fabian
Thomas Butler
James Justin
Andreas Luthe
Fernand Mayembo
Dani Raba
Tore Reginiussen
Richie Ryan
Matt Piper
Ezri Konsa
Henning Hauger
Eris Abedini
Kevin Kilbane
Óscar Pinchi
Nikola Milenkovic
Ricky van Wolfswinkel
Jhon Lucumí
Gavin McCann
David Okereke
Erik Jendrisek
Ian Walker
Sasa Ilic
Marko Arnautovic
Keven Schlotterbeck
Nigel Quashie
Steffen Korell
Marcus Hahnemann
Romain Gasmi
Lucas Leiva
James McArthur
Abdulkadir Özgen
Charalampos Makridis
Patrick Jahn
Robert Tesche
David Trezeguet
Alain Boghossian
Emmanuel Olisadebe
Marshall Munetsi
Stefan Müller
Nicola Amoruso
Marco Milanese
Manuel Schmiedebach
Aldair
Denni Avdic
Bakery Jatta
Saliou Lassissi
Nico Burchert
Roberto Baggio
Hervé Koffi
Danny Blum
Keba Coly
Maikel Aerts
Joaquín Ardaiz
José Castillo
João Queirós
Bruno Jordão
Alexis Larriere
Anthony Lurling
Nicola Borghetto
Konstantinos Mavropanos
Joe Worrall
Abder Ramdane
Mattéo Petitgenet
Youcef Atal
Durel Avounou
Ragnar Ache
Abdou Harroui
Bonaventure Kalou
Apoula Edel
Jordan Lee
Jordan Green
Chinedu Obasi
Jonathan Parr
Clarence Seedorf
Jon Dahl Tomasson
Timo Reus
Marco Di Vaio
Alessandro Nesta
Benedikt Pliquett
Jack Harrison
Richie Laryea
Davide Marfella
Modibo Diakité
Shaka Hislop
Olivier N’Siabamfumu
Mbaye Seck
Uros Racic
Valeri Bozhinov
Simone Grippo
Thomas Terranova
Dado Prso
Ivan Marconi
Tommaso Brignoli
Nicola Rauti
Thomas Rasmussen
Álvaro Valles
Manuel Schoppel
Harald Wapenaar
Darren Kenton
Steve De Ridder
Claude Makélélé
Ricardo Farcaș
Mihael Onișa
Christian Holzer
Perr Schuurs
Erik Botheim
Erling Haaland
Kristoffer Klaesson
Hamza Rafia
Bjarni Gudjónsson
Yahia Fofana
Charles Abi
Amine Gouiri
Constant Djakpa
Lenny Pintor
Florian Chabrolle
Ricardo Quaresma
Mattia Pitzalis
Riccardo Doratiotto
Andrea Cagnano
Sam Sodje
Daniel Schumann
Brian Murphy
Conor Coventry
Nenad Novakovic
Vladyslav Supryaga
Rubén Baraja
Simone Aresti
Ivano Baldanzeddu
Davide Bassi
Rafael van der Vaart
Salvatore Burrai
Marijan Cavar
Giacomo Garau
Hamidou Keyta
Federico Insúa
Lewis Gibson
Lino Marzorati
Mattia Passarini
Roberto Puddu
Cesare Rickler
Diego Silva Reis
Saturday Erimuya
Alexander Ludwig
Veljko Birmancevic
Hérold Goulon
Radja Nainggolan
Francesco Valiani
Gabriel Zakuani
Josh Tymon
Jack Simpson
Luca Ceccarelli
Raphaël Adiceam
Guessouma Fofana
Markus Kreuz
Adel Sellimi
Jean-Philippe Mateta
Caio Henrique
Gianluca Saro
Jurrien Timber
Fabinho
Blazej Augustyn
Harlington Shereni
Pat Baldwin
Philipp Bargfrede
Jeremy Betancor
Dennis Diekmeier
Tiago Djaló
George Elokobi
Bobby Zamora
Leonardo Mazza
Greg Halford
Shergo Biran
Tobias Kempe
Yanis Ammour
Sebastian Mielitz
Dominik Reinhardt
George Hirst
Matteo Volteggi
Timo Perthel
Dimitri Lavalée
Levan Tskitishvili
Tobias Nickenig
Jake Vokins
Stefano Raggio Garibaldi
Salvatore Cannito
Lorenzo Godino
Florent Sinama-Pongolle
Frank Onyeka
Anthony Le Tallec
Keita Endo
Raffaele Barbagallo
Alessio Cossu
Matteo Cardinali
Alessio Riccardi
Ludovico Gelmi
Alessandro Cortinovis
Davide Ghislandi
Riccardo Tonin
Nicolò Armini
Mattia Sandri
Damiano Franco
Mike Vanhamel
Edoardo Vergani
Valerio Labriola
Floribert Ngalula
Salvatore Pezzella
Elia Caprile
Ishmel Demontagnac
David Fox
Sone Aluko
Marco Weißhaupt
Danny Cadamarteri
Fabian Lustenberger
Yann Sommer
Calum Davenport
Alexander Lungwitz
Muhammed Cham
Brian Close
Håvard Nordtveit
Jens Petter Hauge
Bernard Tekpetey
Dani Gómez
Javi Hernández
Dusan Vasiljevic
Alan Judge
Fabio Porru
Fabrizio Ravanelli
Nabil Dirar
Stefano Eranio
Arial Mendy
Jamie Yayi Mpie
Karolis Uzela
Jay Tabb
Ghislain Konan
Stanley Amuzie
Moataz Zemzemi
Nathan Blake
Elias Sørensen
Rhoys Wiggins
Halid Šabanović
Tobias Willi
Dean Sturridge
Paul Tierney
Pipa
Konstantin Engel
Adam Federici
Matt Murray
Santiago Ascacíbar
Martín Zubimendi
Álex Centelles
Fran Beltrán
Giuseppe Vives
Petar Jelic
Marc Edworthy
Denílson
Alfie Lewis
Umut Koçin
Mohammed Camara
Federico Cirillo
Stefano Ferraresi
Gabriele Corbo
Michael Oakes
Diego Alves
Billy Gilmour
Lee Naylor
Alex Rae
Mamadou Baldé
Nicola Avitabile
Ferydoon Zandi
Colin Cameron
Nathan Patterson
Nahuel Molina
Samuel Kalu
Yohann Campanini
Victor Paillon
Mathias Pereira Lage
Joleon Lescott
Fraizer Campbell
Jonny Evans
Darron Gibson
Takayuki Morimoto
Alphonso Davies
David Dunn
Jimmy Davis
Mirko Hrgovic
Ivan Perisic
Timo Gebhart
Oumar Sissoko
Cheick Timite
Francesco Latella
Luis Suárez
Diego
Juvhel Tsoumou
Omar Richards
Tim Flowers
Joe Tupper
Andreas Zeyer
Andy Impey
Josh Knight
Puma
Ibrahima Diallo
Callum Davidson
Gary Hooper
Matthew Jones
Daniel Severino
Jacob Laursen
Matt Turner
Matty Cash
Stelios Giannakopoulos
Farid El Melali
Felipe Vizeu
Iván Amores
Carlos González
Darren Eadie
Samuel Eto'o
Akin Famewo
Przemyslaw Kazimierczak
Cameron John
Ryan Yates
Jakub Kiwior
Jon Ashton
Andrea Cisco
Ben Brereton Díaz
Alan Rogers
Gerry Taggart
James Scowcroft
Rosario Costantino
Linvoy Primus
Pedro Gonçalves
Ryotaro Meshino
Tim Schreiber
Tim Howard
Salvatore Bocchetti
Ngonda Muzinga
Malik Buari
Manuel Lombardoni
Mikkel Andersen
Erol Bulut
Toby Alderweireld
Mehdi Carcela-González
Lebo Mothiba
William Bianda
Patrick Sussek
Ritchie Kitoko
Sven Kums
Kevin Pezzoni
Samir Ujkani
Kevin Wolze
Roger Johnson
Marko Savatovic
Aaron Ramsdale
Carlos Tevez
Aaron Boupendza
Christian Jidayi
Josua Mejías
Thanawat Suengchitthawon
Matthias Phaëton
Philippe Senderos
Paul Butler
André Hahn
Bajram Nebihi
Mark Clyde
Jordan Davies
Giorgio Politano
Nicola Ravaglia
Sasa Ciric
Denis Irwin
Brandon Austin
Francesco Virdis
Tomáš Ostrák
Nathan Buaka
Lewis Ferguson
Bartosz Romanczuk
Paulinho
Lorenzo Amoruso
Enrico Morello
Alessandro Del Piero
Andoni Zubiaurre
Stéphane Diarra
Peter Deißenberger
Paolo Vanoli
Morgan Gibbs-White
Nana Ampomah
Samuele Dalla Bona
Michael Ingham
Fran Mérida
Joonas Kolkka
Jordan Holsgrove
Sergej Grubac
Nikolaos Karabelas
Nils Petersen
Marco Ambrosio
Georgios Tzavellas
Janne Saarinen
Moritz Hartmann
Patrik Gunnarsson
Christian Wiesner
Tiago Gomes
Kevin Kratz
Fabio Virgili
Luka Ilic
Mariusz Kukielka
Ansgar Knauff
Paul Akouokou
Jørgen Strand Larsen
Tiago Dantas
Markus Kurth
Nacho Monreal
Djiby Fall
Michele Magrin
Hans Nicolussi Caviglia
Edgar Sevikyan
Jacopo Da Riva
Antonio Setaro
Idrissa Doumbia
Alessandro Lombardi
Kevin Hofland
Nivaldo
Alberto Senese
Tom Edwards
Dejan Stefanovic
Nicola Belmonte
Peter Gwargis
Gaetano Berardi
Tommaso Bianchi
Frank Gerster
Bogdan Lobonț
Savio Nsereko
Maarten Stekelenburg
Sergio Viotti
Oliver Bozanic
Carlos Benavidez
André Bergdölmo
Adrián Cáceres
Nick Carle
Cristian Chivu
Nathan Trott
George Marsh
Alessandro Minelli
Mateusz Bogusz
Johnny Heitinga
Roberto Massimo
Petri Pasanen
Adrian Leijer
Bosko Sutalo
Maxwell
Dejan Kulusevski
Hatem Trabelsi
Ola Solbakken
Dani Rodrigues
Tomas Galasek
Dario Vidosic
Elliott Bennett
Markus Lösch
Massimiliano Carlini
Emmanuel Gyabuaa
Nicolò Fagioli
Roberto Piccoli
Steven Pienaar
Niccolò Cabras
Pierluigi Frattali
Márton Dárdai
Matteo Amico
Luke Dreher
Jelle Van Damme
Paolo Seppani
Massimo Zappino
Matteo Raspa
Arnaud Sauvage
Alain Traoré
Matteo Longhi
Jonni Cabrera
Ludovic Sylvestre
Salvatore Scoppetta
Richard Witschge
Jan Vertonghen
Paul Baysse
Romain Brégerie
Vincent Briant
Gabriel Obertan
Benoît Trémoulinas
Nicky Law
Stephen Quinn
Luca Philipp
Gabriele Sollitto
Nourdin Boukhari
Andrea Luci
Stefan Reinartz
Samuel Grandsir
Pedro
Mido
Andreas Skov Olsen
Ralf Schmitt
Ciprian Deac
Youssef En-Nesyri
Bukayo Saka
Elijah Dixon-Bonner
Tino Anjorin
Luis Longstaff
Tommy Doyle
Rayhaan Tulloch
Bali Mumba
Curtis Jones
Arvin Appiah
Zsolt Laczkó
Matej Maglica
Ronald Waterreus
Alessio Zerbin
Fabio Esposito
Luigi Scaglia
Kasper Bögelund
Wilfred Bouma
Tudor Băluţă
Sam Beukema
Pietro Lorenzini
Ethan Galbraith
Thomas Sobotzik
Terry Ablade
Roberto Colombo
Leo Greiml
Andreas Rössl
Aaron Connolly
Adam Idah
Maxence Lacroix
Lazar Nikolic
Sofiane Alakouch
Michael Lamey
Przemyslaw Trytko
Nikola Krstovic
André Ooijer
Clément Chantôme
Aritz Arambarri
Cody Gakpo
Ronaldo Vieira
Álex Sola
Eke Uzoma
Ömer Toprak
Johann Vogel
Léo Sena
Ardian Ismajli
Adam Lallana
Gabriel Magalhães
Arnold Bruggink
Demba Thiam
Luiz Araújo
Bambo Diaby
Sergio González
Matias Vitkieviez
Joshua Zirkzee
Klaas-Jan Huntelaar
Mirko Lamantia
Corey Jordan
Charles De Ketelaere
Kilian Fischer
Mateja Kezman
Gerd Wimmer
Arjen Robben
Dennis Rommedahl
Jan Vennegoor of Hesselink
Delano Burgzorg
Brett Emerton
Ángelo Balanta
Uwe Bindewald
Matt Le Tissier
Glenn Loovens
Tamás Priskin
Patrick Paauwe
Mauricio Isla
Michael Reiziger
Luigi Bruins
Paul Bosvelt
Kévin Constant
Erik Pieters
Bajram Sadrijaj
Davide Favaro
Brando Garzelli
Shinji Ono
Marco Gebhardt
Robin van Persie
Santiago Bueno
Florian Brügmann
Filippo Mattiuzzo
Kevin Müller
Johan Elmander
Andreas Müller
Giovanni Langella
Yannick Djaló
Ronny
Miguel Veloso
Patrick Kluivert
Jaime Penedo
Chris Gunter
Adam Legzdins
Daniel Fuzato
Ebi Smolarek
Moustapha Sall
Michael Svoboda
Rolf-Christel Guié-Mien
Marcão
Juan Manuel Barrientos
Oscar Ewolo
André-Pierre Gignac
Matías Viña
Diego Yesso
Clive Delaney
Sydney van Hooijdonk
Freddy Bourgeois
Éric Chelle
Stéphane Coqu
Erik Edman
Issiar Dia
Gaizka Larrazabal
Khaled Kharroubi
Ludovic Liron
Rudy Mater
Laurentiu Rosu
Steve Savidan
Orlando Silvestri
Mody Traoré
Fernando Vega
Marco Bonassi
Daniel Brosinski
Manuel Fischer
John Yeboah
Rafa Barber
Dani Bautista
Dirk Lottner
Dirk Heinen
Pablo Álvarez
Juan Díaz
Joseba Garmendia
David García
Cheli González
Joselito
Miguel Llera
George Lucas
Javi Martínez
Juan Merino
José Ramón
Antonio Calle
Aitor Tornavaca
Ikechukwu Uche
Daniel Jensen
Emilio Viqueira
Manolo Gaspar
Carmelo
Soilhyo Mete
Kévin Monnet-Paquet
Guillaume Sarrabayrouse
Artur Krysiak
Wojciech Szczesny
Ervin Zukanovic
Antonio Adán
Rayco García
Rodri Gil
Esteban Granero
Juan Mata
Pedro Mosquera
Rafael Santacruz
Michele Emmausso
Marcos Tébar
Adrián González
Marco De Braco
Alberto Reinaudo
Matteo Rossetti
Yannick Mamilonne
Réda Rabeï
Mika Nurmela
Horst Heldt
Gianvito Plasmati
Valentin Rosier
Yannick Brugger
Julián Illanes
Mateo García
Domenico Criscito
Giuseppe Greco
Gonzalo Maroni
Juan Albín
Daniel Boloca
Miralem Pjanic
Yann Bisseck
Lino Kasten
Petar Hubchev
Ethan Pinnock
Ivan Kelava
Didier Lamkel Zé
Filip Stuparevic
Edouard Mendy
Houboulang Mendes
Jurica Vucko
Vincenzo Ferrante
Ylber Ramadani
Edgars Gauracs
Massimo Gotti
Iñigo Muñoz
Lorenzo Pasqualini
Andrea Rossi
Cristian Rodríguez
Iddrisu Baba
Adriano Russo
Fran Gámez
Martin Terrier
Matthew Amoah
Daniele Magliocchetti
Grant McCann
Romano Perticone
Sascha Bigalke
Torsten Kracht
Bojan Jokic
Marc Cardona
Abou Ouattara
Andrea Ranocchia
Riga Mustapha
Patrick Osterhage
Simon Laner
Luis Suárez
Claude Gnakpa
Digão
Roman Eremenko
Federico Gerardi
Jarkko Hurme
Federico Laurito
Angelo Stiller
Guilherme Siqueira
Juan Surraco
Ilay Elmkies
Christian Tiboni
Jani Virtanen
Matty Plummer
Clément Cabaton
Marius Herzig
Nicolás Amodio
Mariano Bogliacino
Jônatas
Alexander Kutschera
Mehmet Topal
Jan Sebek
Jürgen Colin
Bruno Soriano
Cédric Mongongu
Ștefan Radu
Michael Obafemi
Cédric Avinel
Will Smallbone
David Mateo
Matteo Perelli
Michele Margini
Omar Pouso
Lucas Paquetá
Louie Moulden
Sebastian Rode
Patrick Burner
Adda Djeziri
Mischa Häuser
Andreas Menger
Marcelo
Andrea Orlando
Jamie Annerson
Orlando Engelaar
Emanuele Valeri
Federico Piovaccari
Kevin Großkreutz
Frank Lehmann
Mirco Frediani
Andrea Paolucci
Vasco Oliveira
Heri Tavares
Joan Monterde
Tobias Mikkelsen
Alessandro Dettori
Daniele Caschili
Kevin Bobson
Joseph Tetteh
Omar Marmoush
Felix Wiedwald
Michael Mutzel
Khassimirou Diop
Cedric Anton
Manuel Corrales
Julien François
Tom Mickel
Juan Manuel Sanabria
Dieumerci Mbokani
Maor Melikson
Daniele Gasparetto
Valerio Genesio
Daan Heymans
Irélé Apo
Schumacher
Emanuele Politti
Michele Rinaldi
Claudio Vargas
Marek Amiri
Giovani dos Santos
Bojan Krkic
Dimitri Lesueur
Jean-Baptiste Pierazzi
Anthony Sichi
Serisay Barthélémy
Matthieu Bochu
Yannick Cahuzac
Johan Cavalli
Gilles Cioni
Gary Coulibaly
Eric Marester
Antunes
Oka Nikolov
Paulão
Peru Nolaskoain
Julen Bernaola
Archie Mair
Paolo De Ceglie
Christian Clemens
Claudio Marchisio
Matti Lund Nielsen
Valentin Vanbaleghem
Hamza Mendyl
Grégory Bettiol
Aythami Artiles
Beram Kayal
Atanas Kurdov
Nicola Padoin
Itay Shechter
Douglas Luiz
Luc Ihorst
Diego Costa
Nacer Barazite
Ruwen Werthmüller
Georgios Efrem
Kieran Gibbs
Gavin Hoyte
Henri Lansbury
Abu Ogogo
Joe O'Cearuill
Mark Randall
Paul Rodgers
Jay Simpson
Rene Steer
Kevin Sessa
Max Winter
Lukas Krüger
Jessic Ngankam
Andreas Laudrup
Josha Vagnoman
Alberto Frison
Andrea Poli
Óscar Melendo
Jovane
Dame N'Doye
Giacomo Boccafoglia
Jonathan Vila
Javi Chica
Javi Galán
Yehvann Diouf
Khalid Sinouh
Diant Ramaj
Matthias Lepiller
Gaizka Campos
Carlos Neva
Emmanuel Dennis
Pietro Parente
Khalid Boulahrouz
Gil Vermouth
Brice Jovial
Jens Rasiejewski
Kamani Hill
Warren O'Hora
David Edgar
Simeon Jackson
Junior Messias
Nathan D'Laryea
Fernando Forestieri
Álvaro Aguado
Patrick Noubissie
Adrián López
Antonio de Nigris
Alejandro Catena
Dan Gosling
Mohamed Ezzarfani
Keith Southern
Alassane Ouédraogo
Thomas Reichenberger
Jean-Ricner Bellegarde
Marco John
Rui Patrício
Davide Mastaj
Matthew Spiranovic
Dylan Bronn
Pablo Álvarez
Nicolas Aubriot
Amadou Coulibaly
Rick Hoogendorp
Diego Gómez
Alexandre Hauw
Tanguy Ndombélé
Sven Schmitt
Simon Pontdemé
Patrick Kalambay
Federico Brancolini
Loïc Rémy
Medhi Benatia
Fabrice Catherine
Cédric Collet
Dominik Szoboszlai
Dennis Gentenaar
Maxime Leverbe
Pascal Pédemonte
Nunoo Sarpei
Rigoberto Rivas
Mickaël Tavares
Laurenz Dehl
Miroslav Stepanek
Mario Balotelli
Abdoulaye Baldé
Antoine Buron
David De Freitas
Cyrille Merville
Joël Sami
Christos Tzolis
Bakaye Traoré
David Vairelles
Jeffrey Leiwakabessy
Valentin Stocker
Abdul Mumin
Sebastian Bialas
Grzegorz Krychowiak
Geoffrey Acheampong
Tomasz Kupisz
Cyriaque Louvion
David Nemeth
Alan Stulin
Uwe Schneider
Joey Müller
Fabian Rüth
Ayman Azhil
Ahmed Kutucu
Shinta Appelkamp
Cenk Gönen
Morten ‘Duncan’ Rasmussen
Paul Grave
Moritz Römling
Ryan Flynn
Craig Lindfield
Arnaud Maire
Daniel Jaccard
Julian Palmieri
Robert Voloder
Damien Perquis
Junior Adamu
Yvan Bourgis
Youssef Adnane
Jean-Sylvain Babin
José Coelho
Alharbi El Jadeyaoui
Antoine Grauss
Thierry Argelier
Cédric Elzéard
Jordan Smith
Youssouf Mulumbu
Michael Johnson
Isaiah Osbourne
Ibrahim Maaroufi
Over Mandanda
Antonio Longás
Massimiliano Benucci
Adel Taarabt
Eden Massouema
Mehdi Merghem
Luca Tognozzi
Eggert Gunnthór Jónsson
Alexander Schur
Anthony Caci
David Mateos
Miguel Torres
Lautaro Acosta
Damián Escudero
Federico Fazio
Nacho González
Leandro Grimi
Cristian Maidana
Gabriel Mercado
Ángel Di María
Claudio Yacob
Josh Clackstone
Brian Easton
James McCarthy
Alberto Bueno
Joseph Okumu
Jorge Segura
Adama Diakhaby
Vincent Marcel
Álvaro Fernández
Marcel Lotka
Julian Roloff
Justin Heekeren
Josh Maja
Adrián López
Marvin Cuni
